album:the_dramatics_a_dramatic_experience	album_artist	artist:the_dramatics
song:ingram_music_has_the_power	has_genre	genre:soul
song:dexter_wansel_a_prophet_named_kg	has_genre	genre:soul
song:ben_sidran_snatch	performed_by	artist:ben_sidran
song:stanley_clarke_i	has_genre	genre:jazz
song:lord_finesse_no_gimmicks	has_tempo	tempo:mid_tempo
song:cymande_crawshay	suitable_for	set:peak_hour
song:metal_fingers_datura_stramonium	suitable_for	set:warm_up
artist:hell_razor	artist_genre	genre:battle
song:45_king_98_times	has_tempo	tempo:mid_tempo
album:phil_flowers_and_his_united_family_alpha_and_omega	album_artist	artist:phil_flowers_and_his_united_family
song:larry_coryell_no_one_really_knows	has_genre	genre:rock
song:mr_lif_home_of_the_brave	has_mode	mode:minor
song:nas_what_goes_around	performed_by	artist:nas
song:roc_mariciano_ridin_around	in_key_root	key:F
song:j_dilla_dftf	in_key_root	key:A
song:gang_starr_lovesick	has_genre	genre:hip_hop
album:eddie_kendricks_people_hold_on	album_artist	artist:eddie_kendricks
artist:hawa_song	artist_genre	genre:melodiya
song:bohannon_the_fat_man	appears_on	album:bohannon_keep_on_dancin
song:mastermind_hip_hop_heads	has_tempo	tempo:mid_tempo
song:steely_dan_kings	has_genre	genre:pop
song:doug_jean_carn_mighty_mighty	has_genre	genre:jazz
song:young_holt_unlimited_raindrops_keep_fallin_on_my_head	in_key_root	key:F
album:bernard_herrmann_taxi_driver	album_artist	artist:bernard_herrmann
song:rhythm_fly_away_cloud	appears_on	album:rhythm_discotheque_a
song:45_king_45_king_of_swing	appears_on	album:45_king_test_press
song:igor_brill_street_with_no_end	has_mode	mode:major
album:lee_dorsey_yes_we_can	album_artist	artist:lee_dorsey
artist:knowledge	artist_genre	genre:hip_hop
song:original_flavor_can_i_get_open_remix	has_mode	mode:minor
song:andy_bey_tune_up	in_key_root	key:C
song:herbie_hancock_suntouch	has_mode	mode:major
song:phat_kat_nasty	has_mode	mode:minor
song:rotary_connection_burning_of_the_midnight_lamp	has_genre	genre:soul
song:dizzy_gillespie_matrix	has_tempo	tempo:mid_tempo
song:the_brothers_johnson_all_about_the_heaven	suitable_for	set:warm_up
song:dexter_wansel_dance_with_me_tonight	performed_by	artist:dexter_wansel
song:gerald_wilson_scorpio_rising	appears_on	album:gerald_wilson_eternal_equinox
song:area_code_615_judy	has_tempo	tempo:mid_tempo
song:argo_b2	appears_on	album:argo_discophonia
song:public_enemy_brothers_gonna_work_it_out	in_key_root	key:F#
song:merry_clayton_grandma_s_hands	in_key_root	key:A
artist:esther_phillips	artist_genre	genre:soul
song:black_heat_drive_my_car	has_mode	mode:major
album:cal_tjader_the_prophet	album_artist	artist:cal_tjader
song:curtis_mayfield_move_on_up	in_key_root	key:D
song:j_dilla_one_for_ghost	suitable_for	set:warm_up
song:future_flight_foolish_things	suitable_for	set:peak_hour
song:bobby_caldwell_mother_of_creation	in_key_root	key:E
song:gang_starr_dwyck	has_genre	genre:hip_hop
song:gang_starr_skills	has_tempo	tempo:mid_tempo
song:run_d_m_c_jam_master_jay	has_genre	genre:hip_hop
song:archie_bell_the_drells_girl_you_re_too_young	performed_by	artist:archie_bell_the_drells
song:norman_whitfield_doin_what_comes_naturally	suitable_for	set:build
song:b_t_express_if_it_don_t_turn_you_on	has_tempo	tempo:mid_tempo
song:jimmy_smith_joy	appears_on	album:jimmy_smith_blacksmith
